order_detail_id,order_date,product_id,customer_id,origin_id,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah,product_name,model_name,color,size_range,sub_category,category,customer_name,gender,maritalstatus,birthdate,customer_city,customer_country,territory_region,territory_country,territory_groups
SO58202-2,2019-07-11,528,11287,6,1,69860,69860,26128,1747,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58202-3,2019-07-11,222,11287,6,1,489860,489860,183208,12247,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58241-1,2019-07-11,359,13011,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Anne Ortega,F,S,1985-04-05,Geelong,Australia,Australia,Australia,Pacific
SO58241-2,2019-07-11,485,13011,9,1,307720,307720,115087,7693,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Anne Ortega,F,S,1985-04-05,Geelong,Australia,Australia,Australia,Pacific
SO58242-1,2019-07-11,361,12699,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Amy Chow,F,M,1991-06-03,Melbourne,Australia,Australia,Australia,Pacific
SO58242-2,2019-07-11,477,12699,9,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Amy Chow,F,M,1991-06-03,Melbourne,Australia,Australia,Australia,Pacific
SO58242-3,2019-07-11,478,12699,9,1,139860,139860,52308,3497,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Amy Chow,F,M,1991-06-03,Melbourne,Australia,Australia,Australia,Pacific
SO58242-4,2019-07-11,487,12699,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Amy Chow,F,M,1991-06-03,Melbourne,Australia,Australia,Australia,Pacific
SO58243-1,2019-07-11,357,11901,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Stacy Alvarez,F,S,1989-07-02,Darlinghurst,Australia,Australia,Australia,Pacific
SO58243-2,2019-07-11,487,11901,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Stacy Alvarez,F,S,1989-07-02,Darlinghurst,Australia,Australia,Australia,Pacific
SO58244-1,2019-07-11,353,12701,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Gary Gutierrez,M,M,1992-06-10,Newcastle,Australia,Australia,Australia,Pacific
SO58244-2,2019-07-11,537,12701,9,1,490000,490000,183260,12250,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Gary Gutierrez,M,M,1992-06-10,Newcastle,Australia,Australia,Australia,Pacific
SO58245-1,2019-07-11,355,12988,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO58245-2,2019-07-11,528,12988,9,1,69860,69860,26128,1747,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO58245-3,2019-07-11,537,12988,9,1,490000,490000,183260,12250,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO58245-4,2019-07-11,480,12988,9,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO58245-5,2019-07-11,483,12988,9,1,1680000,1680000,628320,42000,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Barbara Goel,F,S,1991-02-01,Lane Cove,Australia,Australia,Australia,Pacific
SO58250-1,2019-08-11,359,14716,7,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Shannon Zhou,F,S,1991-01-06,Metz,France,France,France,Europe
SO58251-1,2019-08-11,357,12300,7,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Adriana Gonzalez,F,S,1967-06-07,Colomiers,France,France,France,Europe
SO58252-1,2019-08-11,479,11276,6,1,125860,125860,47072,3147,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Nancy Chapman,F,M,1984-07-09,Cliffside,Canada,Canada,Canada,North America
SO58252-2,2019-08-11,477,11276,6,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Nancy Chapman,F,M,1984-07-09,Cliffside,Canada,Canada,Canada,North America
SO58278-1,2019-08-11,357,13076,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Craig Munoz,M,S,1975-03-03,Perth,Australia,Australia,Australia,Pacific
SO58278-2,2019-08-11,487,13076,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Craig Munoz,M,S,1975-03-03,Perth,Australia,Australia,Australia,Pacific
SO58278-3,2019-08-11,488,13076,9,1,755860,755860,582012,18897,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,Yellow,S,Jerseys,Clothing,Craig Munoz,M,S,1975-03-03,Perth,Australia,Australia,Australia,Pacific
SO58279-1,2019-08-11,353,13082,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Juan Peterson,M,S,1979-12-02,Cranbourne,Australia,Australia,Australia,Pacific
SO58279-2,2019-08-11,487,13082,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Juan Peterson,M,S,1979-12-02,Cranbourne,Australia,Australia,Australia,Pacific
SO58279-3,2019-08-11,484,13082,9,1,111300,111300,41626,2783,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Juan Peterson,M,S,1979-12-02,Cranbourne,Australia,Australia,Australia,Pacific
SO58300-1,2019-09-11,529,11519,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Jerome Navarro,M,M,1976-05-03,Cliffside,Canada,Canada,Canada,North America
SO58300-2,2019-09-11,480,11519,6,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Jerome Navarro,M,M,1976-05-03,Cliffside,Canada,Canada,Canada,North America
SO58320-1,2019-09-11,528,11315,1,1,69860,69860,26128,1747,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Hailey Ward,F,S,1973-01-10,Port Orchard,United States,Northwest,United States,North America
SO58320-2,2019-09-11,537,11315,1,1,490000,490000,183260,12250,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Hailey Ward,F,S,1973-01-10,Port Orchard,United States,Northwest,United States,North America
SO58340-1,2019-09-11,353,13006,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Whitney Rana,F,S,1987-09-04,Geelong,Australia,Australia,Australia,Pacific
SO58354-1,2019-10-11,477,11507,6,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Isabella Russell,F,S,1987-08-11,Victoria,Canada,Canada,Canada,North America
SO58354-2,2019-10-11,479,11507,6,1,125860,125860,47072,3147,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Isabella Russell,F,S,1987-08-11,Victoria,Canada,Canada,Canada,North America
SO58354-3,2019-10-11,222,11507,6,1,489860,489860,183208,12247,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Isabella Russell,F,S,1987-08-11,Victoria,Canada,Canada,Canada,North America
SO58363-1,2019-10-11,480,11322,1,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Sydney Garcia,F,M,1959-03-03,Bremerton,United States,Northwest,United States,North America
SO58365-1,2019-10-11,539,11300,6,1,349860,349860,130848,8747,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58365-2,2019-10-11,529,11300,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58365-3,2019-10-11,222,11300,6,1,489860,489860,183208,12247,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58365-4,2019-10-11,465,11300,6,1,342860,342860,128230,8572,"Half-Finger Gloves, M",Half-Finger Gloves,Black,M,Gloves,Clothing,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58366-1,2019-10-11,529,11258,4,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Xavier Hill,M,M,1955-04-06,Palo Alto,United States,Southwest,United States,North America
SO58366-2,2019-10-11,480,11258,4,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Xavier Hill,M,M,1955-04-06,Palo Alto,United States,Southwest,United States,North America
SO58366-3,2019-10-11,484,11258,4,1,111300,111300,41626,2783,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Xavier Hill,M,M,1955-04-06,Palo Alto,United States,Southwest,United States,North America
SO58370-1,2019-10-11,540,11300,6,1,456400,456400,170694,11410,HL Road Tire,HL Road Tire,NA,NA,Tires and Tubes,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58370-2,2019-10-11,529,11300,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58370-3,2019-10-11,480,11300,6,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Fernando Barnes,M,M,1980-03-03,N. Vancouver,Canada,Canada,Canada,North America
SO58402-1,2019-10-11,562,11057,9,1,33376980,33376980,20747131,834425,"Touring-1000 Yellow, 50",Touring-1000,Yellow,48-52 CM,Touring Bikes,Bikes,Carl Andersen,M,M,1973-12-10,Lane Cove,Australia,Australia,Australia,Pacific
SO58402-2,2019-10-11,482,11057,9,1,125860,125860,47072,3147,"Racing Socks, L",Racing Socks,White,L,Socks,Clothing,Carl Andersen,M,M,1973-12-10,Lane Cove,Australia,Australia,Australia,Pacific
SO58404-1,2019-10-11,355,12702,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Yolanda Shan,F,M,1991-07-09,Townsville,Australia,Australia,Australia,Pacific
SO58404-2,2019-10-11,478,12702,9,1,139860,139860,52308,3497,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Yolanda Shan,F,M,1991-07-09,Townsville,Australia,Australia,Australia,Pacific
SO58404-3,2019-10-11,477,12702,9,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Yolanda Shan,F,M,1991-07-09,Townsville,Australia,Australia,Australia,Pacific
SO58404-4,2019-10-11,490,12702,9,1,755860,755860,582012,18897,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Yellow,L,Jerseys,Clothing,Yolanda Shan,F,M,1991-07-09,Townsville,Australia,Australia,Australia,Pacific
SO58405-1,2019-10-11,361,12999,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Nichole Shen,F,S,1988-08-06,Malabar,Australia,Australia,Australia,Pacific
SO58405-2,2019-10-11,487,12999,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Nichole Shen,F,S,1988-08-06,Malabar,Australia,Australia,Australia,Pacific
SO58407-1,2019-10-11,353,12681,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Christy Chow,F,S,1992-08-03,Caloundra,Australia,Australia,Australia,Pacific
SO58407-2,2019-10-11,485,12681,9,1,307720,307720,115087,7693,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Christy Chow,F,S,1992-08-03,Caloundra,Australia,Australia,Australia,Pacific
SO58408-1,2019-10-11,357,12684,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Shaun Shen,M,M,1994-11-05,Goulburn,Australia,Australia,Australia,Pacific
SO58408-2,2019-10-11,485,12684,9,1,307720,307720,115087,7693,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Shaun Shen,M,M,1994-11-05,Goulburn,Australia,Australia,Australia,Pacific
SO58408-3,2019-10-11,478,12684,9,1,139860,139860,52308,3497,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Shaun Shen,M,M,1994-11-05,Goulburn,Australia,Australia,Australia,Pacific
SO58408-4,2019-10-11,477,12684,9,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Shaun Shen,M,M,1994-11-05,Goulburn,Australia,Australia,Australia,Pacific
SO58408-5,2019-10-11,489,12684,9,1,755860,755860,582012,18897,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,Yellow,M,Jerseys,Clothing,Shaun Shen,M,M,1994-11-05,Goulburn,Australia,Australia,Australia,Pacific
SO58416-1,2019-11-11,361,12321,7,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Rosa Hu,F,M,1972-03-02,Les Ulis,France,France,France,Europe
SO58416-2,2019-11-11,478,12321,7,1,139860,139860,52308,3497,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Rosa Hu,F,M,1972-03-02,Les Ulis,France,France,France,Europe
SO58416-3,2019-11-11,477,12321,7,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Rosa Hu,F,M,1972-03-02,Les Ulis,France,France,France,Europe
SO58416-4,2019-11-11,481,12321,7,1,125860,125860,47072,3147,"Racing Socks, M",Racing Socks,White,M,Socks,Clothing,Rosa Hu,F,M,1972-03-02,Les Ulis,France,France,France,Europe
SO58417-1,2019-11-11,484,11520,6,1,111300,111300,41626,2783,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Jada Morgan,F,M,1975-11-04,Port Hammond,Canada,Canada,Canada,North America
SO58424-1,2019-11-11,480,11287,6,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58425-1,2019-11-11,535,11466,9,1,349860,349860,130848,8747,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Grant Tang,M,M,1991-03-08,Lavender Bay,Australia,Australia,Australia,Pacific
SO58425-2,2019-11-11,528,11466,9,1,69860,69860,26128,1747,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Grant Tang,M,M,1991-03-08,Lavender Bay,Australia,Australia,Australia,Pacific
SO58425-3,2019-11-11,480,11466,9,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Grant Tang,M,M,1991-03-08,Lavender Bay,Australia,Australia,Australia,Pacific
SO58429-1,2019-11-11,528,11078,6,1,69860,69860,26128,1747,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Gina Martin,F,S,1994-10-01,Cliffside,Canada,Canada,Canada,North America
SO58429-2,2019-11-11,535,11078,6,1,349860,349860,130848,8747,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Gina Martin,F,S,1994-10-01,Cliffside,Canada,Canada,Canada,North America
SO58446-1,2019-11-11,490,11436,10,1,755860,755860,582012,18897,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Yellow,L,Jerseys,Clothing,Taylor Cox,F,M,1971-06-09,Watford,United Kingdom,United Kingdom,United Kingdom,Europe
SO58460-1,2019-11-11,355,12990,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Leslie Hernandez,F,S,1990-03-10,Hervey Bay,Australia,Australia,Australia,Pacific
SO58461-1,2019-11-11,361,12683,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Laura Zhou,F,S,1993-01-02,Hervey Bay,Australia,Australia,Australia,Pacific
SO58461-2,2019-11-11,485,12683,9,1,307720,307720,115087,7693,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Laura Zhou,F,S,1993-01-02,Hervey Bay,Australia,Australia,Australia,Pacific
SO58462-1,2019-11-11,363,12693,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Ruth Gonzalez,F,M,1991-09-01,Rhodes,Australia,Australia,Australia,Pacific
SO58462-2,2019-11-11,537,12693,9,1,490000,490000,183260,12250,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Ruth Gonzalez,F,M,1991-09-01,Rhodes,Australia,Australia,Australia,Pacific
SO58466-1,2019-11-11,563,15928,8,1,33376980,33376980,20747131,834425,"Touring-1000 Yellow, 54",Touring-1000,Yellow,54-58 CM,Touring Bikes,Bikes,Priscilla Pal,F,S,1976-08-05,Neunkirchen,Germany,Germany,Germany,Europe
SO58466-2,2019-11-11,214,15928,8,1,489860,489860,183208,12247,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Priscilla Pal,F,S,1976-08-05,Neunkirchen,Germany,Germany,Germany,Europe
SO58467-1,2019-11-11,578,12998,9,1,17007900,17007900,10572111,425198,"Touring-2000 Blue, 50",Touring-2000,Blue,48-52 CM,Touring Bikes,Bikes,Mayra Mehta,F,S,1988-11-01,Matraville,Australia,Australia,Australia,Pacific
SO58467-2,2019-11-11,222,12998,9,1,489860,489860,183208,12247,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Mayra Mehta,F,S,1988-11-01,Matraville,Australia,Australia,Australia,Pacific
SO58489-1,2019-12-11,214,11507,6,1,489860,489860,183208,12247,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Isabella Russell,F,S,1987-08-11,Victoria,Canada,Canada,Canada,North America
SO58490-1,2019-12-11,539,11078,6,1,349860,349860,130848,8747,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Gina Martin,F,S,1994-10-01,Cliffside,Canada,Canada,Canada,North America
SO58490-2,2019-12-11,231,11078,6,1,699860,699860,538892,17497,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,Multi,M,Jerseys,Clothing,Gina Martin,F,S,1994-10-01,Cliffside,Canada,Canada,Canada,North America
SO58492-1,2019-12-11,480,11273,4,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Nathan Lal,M,M,1976-01-10,La Jolla,United States,Southwest,United States,North America
SO58492-2,2019-12-11,486,11273,4,1,2226000,2226000,832524,55650,All-Purpose Bike Stand,All-Purpose Bike Stand,NA,NA,Bike Stands,Accessories,Nathan Lal,M,M,1976-01-10,La Jolla,United States,Southwest,United States,North America
SO58499-1,2019-12-11,536,11331,6,1,419860,419860,157028,10497,ML Mountain Tire,ML Mountain Tire,NA,NA,Tires and Tubes,Accessories,Samantha Jenkins,F,M,1988-06-07,Shawnee,Canada,Canada,Canada,North America
SO58533-1,2019-12-11,575,11010,9,1,33376980,33376980,20747131,834425,"Touring-1000 Blue, 54",Touring-1000,Blue,54-58 CM,Touring Bikes,Bikes,Jacquelyn Suarez,F,S,1984-06-02,East Brisbane,Australia,Australia,Australia,Pacific
SO58533-2,2019-12-11,225,11010,9,1,125860,125860,96912,3147,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Jacquelyn Suarez,F,S,1984-06-02,East Brisbane,Australia,Australia,Australia,Pacific
SO58536-1,2019-12-11,363,11027,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jessie Zhao,M,M,1966-07-12,Warrnambool,Australia,Australia,Australia,Pacific
SO58536-2,2019-12-11,487,11027,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Jessie Zhao,M,M,1966-07-12,Warrnambool,Australia,Australia,Australia,Pacific
SO58536-3,2019-12-11,490,11027,9,1,755860,755860,582012,18897,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Yellow,L,Jerseys,Clothing,Jessie Zhao,M,M,1966-07-12,Warrnambool,Australia,Australia,Australia,Pacific
SO58536-4,2019-12-11,225,11027,9,1,125860,125860,96912,3147,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Jessie Zhao,M,M,1966-07-12,Warrnambool,Australia,Australia,Australia,Pacific
SO58543-1,2020-01-11,361,12296,7,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Francisco Sara,M,M,1966-03-02,Les Ulis,France,France,France,Europe
SO58550-1,2020-01-11,530,11287,6,1,69860,69860,26128,1747,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58550-2,2020-01-11,487,11287,6,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58550-3,2020-01-11,484,11287,6,1,111300,111300,41626,2783,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Henry Garcia,M,M,1982-04-01,Cliffside,Canada,Canada,Canada,North America
SO58552-1,2020-01-11,529,11215,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Ana Perry,F,M,1971-09-06,Royal Oak,Canada,Canada,Canada,North America
SO58552-2,2020-01-11,539,11215,6,1,349860,349860,130848,8747,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Ana Perry,F,M,1971-09-06,Royal Oak,Canada,Canada,Canada,North America
SO58552-3,2020-01-11,486,11215,6,1,2226000,2226000,832524,55650,All-Purpose Bike Stand,All-Purpose Bike Stand,NA,NA,Bike Stands,Accessories,Ana Perry,F,M,1971-09-06,Royal Oak,Canada,Canada,Canada,North America
SO58556-1,2020-01-11,540,11330,6,1,456400,456400,170694,11410,HL Road Tire,HL Road Tire,NA,NA,Tires and Tubes,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58556-2,2020-01-11,529,11330,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58556-3,2020-01-11,222,11330,6,1,489860,489860,183208,12247,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58557-1,2020-01-11,540,11330,6,1,456400,456400,170694,11410,HL Road Tire,HL Road Tire,NA,NA,Tires and Tubes,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58557-2,2020-01-11,529,11330,6,1,55860,55860,20892,1397,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58557-3,2020-01-11,480,11330,6,1,32060,32060,11991,802,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Ryan Thompson,M,M,1961-01-05,Oak Bay,Canada,Canada,Canada,North America
SO58573-1,2020-01-11,361,12994,9,1,32129860,32129860,17527738,803247,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Anna Martinez,F,S,1990-09-04,Townsville,Australia,Australia,Australia,Pacific
SO58573-2,2020-01-11,478,12994,9,1,139860,139860,52308,3497,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Anna Martinez,F,S,1990-09-04,Townsville,Australia,Australia,Australia,Pacific
SO58573-3,2020-01-11,477,12994,9,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Anna Martinez,F,S,1990-09-04,Townsville,Australia,Australia,Australia,Pacific
SO58573-4,2020-01-11,487,12994,9,1,769860,769860,287928,19247,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Anna Martinez,F,S,1990-09-04,Townsville,Australia,Australia,Australia,Pacific
SO58574-1,2020-01-11,353,11912,9,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Rachael Sai,F,S,1986-05-12,Townsville,Australia,Australia,Australia,Pacific
SO58581-1,2020-01-11,604,11479,7,1,7559860,7559860,4811094,188997,"Road-750 Black, 44",Road-750,Black,42-46 CM,Road Bikes,Bikes,Darryl Wu,M,M,1994-10-04,Saint Ouen,France,France,France,Europe
SO58581-2,2020-01-11,477,11479,7,1,69860,69860,26128,1747,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Darryl Wu,M,M,1994-10-04,Saint Ouen,France,France,France,Europe
SO58581-3,2020-01-11,479,11479,7,1,125860,125860,47072,3147,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Darryl Wu,M,M,1994-10-04,Saint Ouen,France,France,France,Europe
SO58587-1,2020-02-11,357,13258,8,1,32479860,32479860,17718673,811997,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Anne Dominguez,F,M,1977-03-03,Kassel,Germany,Germany,Germany,Europe
